file_name,caption_1,caption_2,caption_3,caption_4,caption_5
train/370614351_98b8a166b9.jpg,man with mohawk with his arms in the air,man with multicolored hair wearing weird outfit,person in kilt and sports jersey and mohawk is in store,punk rocker buys computer ink in the bigbox store,the man with the eccentric clothing and hair poses in store
train/3095137758_bdd1e613dd.jpg,man dressed as santa rides in parade,man dressed like santa is riding in carriage during parade,santa clause with his white beard and red suit is riding in the carriage,santa claus leads some type of parade on an odd looking vehicle,santa is pulled in carriage in parade
train/279230262_e541f9b670.jpg,black dog is in midair as woman behind it cheers,black dog leaps in the air while woman yells in the background,black dog running really fast with blond woman running after him in the background,woman in blue shirt is running behind black dog,woman running after dog
test/3497224764_6e17544e0d.jpg,woman in red shorts is writing on tablet,woman wearing white shirt and red pants is writing something down at museum,woman writing while standing by men,the lady is taking notes,the lady is wearing white shirt with red pants and writing on note pad
test/3636055584_65a60426f8.jpg,the three field hockey players are all chasing the ball,three men in uniforms are playing cricket on field,three men participating in competitive field hockey game,three people are chasing ball in field hockey game,two male athletes wearing the same uniforms are playing against another male athlete on the opposing team
train/3106562372_e349a27764.jpg,girl in dress is jumping in the air with legs bent while another girl in pink watches,girl jumps into the air while another girl watches,young girl is jumping on carpet while another girl standing in front of her looks to the left,the two little girls jump on the bed,two little girls jump above the floor
train/3291255271_a185eba408.jpg,boy leans on baseball bat and holds out one arm outstreached,child with hat stands with bat,young boy poses in field with baseball bat,young boy with baseball bat holing his arm out,the boy is wearing green cap and holding black baseball bat
train/1273001772_1585562051.jpg,about kids and few adults get splashed by an off camera source,group of children are in water fountain,group of children standing in shallow pool of water,group of young kids play in the water on sunny day,children and adults play with sprinkler
train/3558683579_8fb36b55a6.jpg,guy jumps to make basketball shot,four men playing basketball on court with various people in the background,the man drives the lane for shot in the outdoor basketball game,the three men are playing basketball on blacktop,three men are playing basketball and one of them blocked the others shot while people play in the back
test/341665272_80d4d61376.jpg,brown dog carrying frisbee runs through the snow,brown dog is running through the snow with frisbee in its mouth,dog catches red frisbee in the snow,dog holding frisbee in its mouth,dog is running in the snow carrying red frisbee
train/3148647065_2d6cd88cf6.jpg,dog is running through some dead leaves,tan dog running through the grass with the background blurry,yellow dog with collar running in wooded area,brown and tan dog runs through brown leafy terrain,pale brown dog runs in blurred rural scene
train/1835511273_790eaae6e6.jpg,man dressed in red outfit,man in red suit and red mask stands beside another costumed man,man wearing red costume stands near others,the guy is wearing red and black outfit with matching mask,the man is wearing red outfit and red mask stands in front of another man in urban camouflage
train/3615239961_62b4dbc174.jpg,man sits on deck taking break from fishing,man sits on the edge of brige looking out fishing poles behind him,man sits on the edge of wooden bench with two fishing poles behind him,someone in yellow hat is sitting next to two fishing poles,the man is sitting on wooden rail near two fishing poles
train/1433142189_cda8652603.jpg,hiker is walking treeless path up hill,man is backpacking up grassy hill,man with big backpack is walking through grass trail up hill,person hiking up grassy trail toward large hill,the hiker is following trail uphill
train/150387174_24825cf871.jpg,man dressed in camouflage riding motorbike,man is going between two red flag markers on dirt bike,man is riding dirt bike over some rocks,man wearing camouflage steers motorcycle across some stones,the man waeribng helmet is riding dirt bike over rocks
test/2363100645_c3423a0433.jpg,little girl playing the guitar some flowers to the left,little girl sitting on bed playing guitar,young girl in pink room tries to play black electric guitar,young girl plays guitar by pink walls,young girl plays the electric guitar on her bed
train/3582048078_7bac2d8473.jpg,boy coming out of the pool,man and boy are in the swimming pool,father and son swimming,man and boy are swimming in pool,the man and child are swimming
train/2751694538_fffa3d307d.jpg,man and boy sit in the driver seat,man holds child on his lap while driving truck,man sits with little boy in the drivers seat of jeep,young boy sits on the lap of man behind the wheel of vehicle,the boy is sitting in the lap of the car driver and helping to steer
train/3697153626_90fb177731.jpg,boy holding rope,boy in plaid shirt plays with string,boy wearing green checked shirt is standing by tree with piece of rope,boy with rope in the woods,the boy under the tree holding rope
train/2735558076_0d7bbc18fc.jpg,boy looks suspiciously at someone nearby,group of people sit on pavement wearing dark shoes and warm clothes,row of legs and black boots with boy sitting at the end of the row,row of people sitting on the ground wearing matching heeled boots,the young man is waiting with others on the sidewalk
test/3088322308_b0c940b3a3.jpg,group of people at distance on beach,man woman and two girls walk on the beach barefoot,four people are walking on beach,people walking in the water along the beach,this family is walking on the beach
train/2351762979_0941aecced.jpg,girl climbing chain link fence,little girl climbs fence,small child hangs from wire fence,the young girl is climbing chain link fence,young child climbing on chain link fence
train/3654869593_c8599a8e20.jpg,few young boys throwing football over volleyball net,boys are throwing football on the beach,the children are playing game with volleyball net and football on the beach,three boys play volleyball on busy beach,three boys play with football near volleyball net at the beach
train/3131160589_dc73c209b7.jpg,man dressed in santa suit is climbing up large concrete building,man in red suit climbs rock wall,rock climber wearing santa suit is hanging from strand of christmas lights,santa claus climbing rock strung with christmas lights,someone dressed like santa claus is climbing rock wall
test/3608849440_e7d2bed29f.jpg,group of children play in the grass at park,kids are playing game of ball outdoors,kids playing on lawn with flag and parking lot nearby,three children are playing with balls near to an american flag,three kids playing with balls on lawn
train/1679565118_d36f0d6d52.jpg,black dog catches tennis ball in his mouth while white dog watches,black dog jumps to catch ball in his mouth near rock wall,black dog jumping in the air with white dog standing on grass behind near pile of rocks,black dog jumping to catch tennis ball,the black dog is catching ball while the white one watches
train/2510560080_1439fe32f2.jpg,children wearing helmets ride horses in ring,kids are riding horses in ring,two children are riding horses over sand near white fence,two children wear helmets and ride horses over the sand inside fenced area,two young girls are riding horses within white fence
train/3425835357_204e620a66.jpg,boy doing handstand in yellow shirt,boy is brake dancing as crowd watches,man is standing on his hands on sidewalk while others watch,man is standing on his hands with lots of people around him,person doing handstand in front of others
train/3019199755_a984bc21b1.jpg,driver is at the wheel of race car,man inside red race car gives thumbs up sign,man is in red race car while another man is at the back of it,man is smiling whilst sitting inside red racing car,race car driver smiles and gives the thumbs up before race
train/3621717946_d96f8a6012.jpg,person hits yellow volleyball over the net to her opponent in pool,people are playing water volleyball,two people play water volleyball in pool,two swimmers are playing water sport with yellow ball and net,two swimmers in pool play at net with water polo ball
train/2073964624_52da3a0fc4.jpg,woman in pink hat and navy blue coat riding bicycle,woman wearing pink cap riding bicycle,woman wearing black clothes purple scarf and pink hat is riding bike,woman with glasses and pink hat rides her bike,the woman is wearing pink hat and is riding bike in the park
train/3000722396_1ae2e976c2.jpg,black and white dog carries ball toy,black and white dog carries red toy through the green grass,black and white dog holds the handle of large red round toy in field,black and white dog carrying red ball,the proud dog returns with the toy it fetched
train/2892995070_39f3c9a56e.jpg,black dog is running along the beach beside brown dog in midair catching stick in its mouth,black dog runs on the shore while light brown dog jumps up to catch stick,brown dog leaps into the air next to black dog on sandy bay,on beach black and brown dog runs brown dog jumps,two dogs are playing together
test/311146855_0b65fdb169.jpg,man and woman in festive costumes dancing,man and woman with feathers on her head dance,man and woman wearing decorative costumes and dancing in crowd of onlookers,one performer wearing feathered headdress dancing with another performer in the streets,two people are dancing with drums on the right and crowd behind them
train/3689727848_b53f931130.jpg,boy tries to catch ball while jumping into pool,male dives for ball that flying over pool,male jumping into swimming pool,man dives into swimming pool at the hotel,the man is leaping off of the pool deck to catch football
test/2486364531_b482d7f521.jpg,little boy wearing an orange shirt and white shorts jumps barefoot on plastic jumper on top of the green grass,young boy in red shirt plays on minitrampoline in grassy field,boy wearing red shirt standing on plastic object and holding yellow toy shovel,boy with yellow toy in hand jumps on toy on green grass,young boy bouncing off trampoline
train/143552697_af27e9acf5.jpg,man riding his bike on hill,man with helmet and backpack standing on dirt bike in hilly grassy area,person rides motorbike through grassy field,man on motorcycle riding in dry field wearing helmet and backpack,the biker is riding through grassy plain
train/1288909046_d2b2b62607.jpg,brown dog is leaping into garden swimming pool,brown dog leaps into swimming pool,brown fluffy dog jumping into swimming pool after red toy,dog jumps into swimming pool after toy,dog takes leap of faith as he jumps into pool to grab an orange toy
train/3715559023_70c41b31c7.jpg,girl is sitting on rock next to waterfall,an onlooker sits on the shore of pool overlooked by massive waterfalls,person sits on rock at the edge of large waterfall,person sitting on rock by fall,woman is sitting on rock next to large waterfall
train/521186251_e97d1f50f8.jpg,four children lay on tube,several girls on raft floating in rough waters,the four kids are riding raft on the water,the kids ride boat in the water,three girls and one boy are holding onto raft as they are being pulled by road through the water
train/2904129133_e6ae5a1ec6.jpg,little boy drinks water from fountain while another little boy watches and makes face,an older boy drinks from water fountain while younger boy watches,two boys are at an outdoor water fountain,two boys are getting drinks out of water fountain,two boys stand near drinking fountain as one takes drink
train/2255342813_5b2ac6d633.jpg,person climbing down rocky cliffside with water below,person repelling on the side of cliff face,person wearing black with white helmet is going down mountainside with water below,extreme climbing over ocean,looking down on someone climbing cliff over water
train/240696675_7d05193aa0.jpg,brown dog is running in grassy plain,brown dog runs along path in the grass,dog running in field,dog running on narrow dirt path,the dog is running along path that has been made through the uncut grass
train/279550225_d64d56158a.jpg,man shows off his tongue ring while posing with girl,man sticks his tongue out at the camera woman smirks at it,man with pierced tongue next to woman,the man and woman are sitting together and smiling,young man shows his tongue piercing while woman stands next to him
train/108898978_7713be88fc.jpg,skiiers walking up the hill through forest,two men are skiing in the snow in wooded area,two people wearing yellow jackets crosscountry skiing,two skiers are making their way through woodland,two skiers are sliding down trail in the woods
train/2728813605_cfc943e1ab.jpg,mature woman in sunglasses and jean jacket,an elderly lady in sunglasses and denim jacket,an elderly woman wearing denim jacket and sunglasses is posing for picture in front of green bush,an older woman with gray hair wears sunglasses necklace earrings and blue shirt and jacket,an old woman in sunglasses and jean jacket smiles for the camera
train/3358380484_b99b48f0c9.jpg,brown and white dog is running,brown and white dog is running through dead grass,brown and white dog with his tongue sticking out jumping on some grass,dog and ball,large brown and white dog is leaping through the hair
train/3626689571_5817f99c0e.jpg,man in pink shirt is standing in basketball court holding basketball,young adult male stands with basketball on court,guy holding basketball wearing red shirt black shorts with something on left leg,tall man in red and black stands outside holding basketball,the man with the red shirt is holding basketball and is in front of basketball hoop
train/2089122314_40d5739aef.jpg,dog running with newspaper in its mouth,dog runs down the street carrying newspaper,dog with newspaper in his mouth runs down paved path,fluffy tricolored dog is running down the road with paper in its mouth,an australian shepherd dog carrying newspaper in his mouth
train/2039457436_fc30f5e1ce.jpg,attrative woman climbs over fence,woman climbing barbed wire fence,woman in cowboy outfit climbs over wire fence with onlookers from porch behind her,skimply clad cowgirl climbs over barbwire fence,the scantily clad cowgirl climbs over the barbed wire fence to get away from the two threatening people on the deck
train/1303550623_cb43ac044a.jpg,girl in tank top and jean capris stands on railroad tracks,girl is standing barefoot on the railroad tracks,girl stands in the train tracks,young woman in jeans and tank top standing on railroad tracks,girl is standing out on the train tracks
train/1412832223_99e8b4701a.jpg,child jumps on sand dune,girl in sandy area,girl jumping in sand,girls is jumping in the sand,the girl wearing the pink and white shirt and shorts is jumping in the sand
train/2971298546_dd595cf297.jpg,human figure runs past flower stand,person is running past large display of plants and flowers,person runs by flower and plant shop,runner in black is passing an outdoor florist shop,runner is running past an outdoor flower stall
train/358114269_96fdb5f7c3.jpg,bicycler rides his bike on the road next to rocks with snow,bicyclist rides down the road near snow,man in yellow jacket rides bike,person wearing yellow coat rides bike past some snowy rocks,the bicycle rider is wearing yellow jacket and blue helmet while riding on road during winter time
train/3445428367_25bafffe75.jpg,person is standing on brick ledge taking picture of something in the distance,woman takes photograph,woman with long hair pointing her camera skyward as she stands on brick wall,the woman is holding camera and standing on brick wall,woman standing on brick wall and taking picture
train/3425573919_409d9e15b2.jpg,group of people watching chess game,many people are sitting in park watching chess game,people gather around life size chess game,several people are at park watching chess game played with giant pieces,the crowd is watching an over sized chess match
train/416106657_cab2a107a5.jpg,fluffy white dog runs through the woods with his ears flapping in the breeze,small white dog is running across grassy field,white dog runs in the grass,white dog wearing red harness runs though the woods,the little white dog wearing the red collar is running in the grass
train/837893113_81854e94e3.jpg,child throwing an orange toy,small child is near frisbee,young boy tries to catch an orange and yellow frisbee in green grassy field,young boy wearing large hat reaches to catch frisbee,young boy wearing military sun hat catches frisbee outdoors
train/495341977_b27279f962.jpg,two brown dogs are biting on black frisbee,two dogs are wrestling over piece of black material,two dogs holding single black frisbee in their mouths,two dogs holding one frisbee in their mouths,two large brown dogs are both grabbing black frisbee
test/2759596272_e0ce0a965a.jpg,girl wearing pink shoes jumps off swing in park,girl with blonde hair is jumping off tire swing,young girl jumps off her swing in front of building,the little girl striped shirt jumped out of swing,young girl jumping off swing
train/2094323311_27d58b1513.jpg,dog places his head on man face,dog snuggles with man in sunglasses,dog with blue collar is licking man who wearing large tinted sunglasses,large brown dog with blue collar is resting his chin on man face,an orange dog is licking man wearing red sunglasses
train/3488837187_0c7264a16c.jpg,baby boy picks at his hair while holding red and yellow ball,blonde haired toddler is holding soft red and yellow soccer ball,little kid holding yellow and red soccer toy,small child holds stuffed soccer ball,young boy looks at yellow and red stuffed soccer ball
train/1153704539_542f7aa3a5.jpg,girl playing trumpet in marching band,teenager plays her trumpet on the field at game,young girl wearing blue shirt marching in band playing trumpet,girl playing the trumpet in marching band,girl wearing blue shirt and black shorts plays trumped outside
train/765091078_a8a11c6f9e.jpg,child walking on rocks,girl walking on rocks,little girl in white coat plays in rock garden,young girl walks across big rocks,little girl walking on rocks near grassy area beside building
train/3308018795_68a97a425c.jpg,group of bike riders are riding on the street,group of bike riders with helmets riding on street,group of people are riding bicycles through marathon,man riding an unsual bike in bike race,many people are in the bicycle racing including one man in threewheeled bike
train/390986651_c801db91a0.jpg,person peaks their head out of tent set up in snowy field,woman emerges from her snow covered tent,woman sticking her head out of her tent on the side of snowy moutnain,woman wearing glasses and hat pokes her head through the door of tent on snowy day,the camper opens up to see snow all around
test/2542662402_d781dd7f7c.jpg,woman in blue shirt guides her dog over an obstacle,woman is running beside dog that is jumping over red and white obedience training fence,woman next to dog which is running an obstacle course,woman walking with sheltie through competition obstacle course,the dog is jumping over the hurdles beside woman
test/3443703471_14845d8850.jpg,dog leaps over barrier,dog leaps over fence,dog leaps over wooden fence as another is about to,there are two dogs one leaps over the fence and the other tries to,two brown and black dogs are jumping fence
train/2635164923_2a774f7854.jpg,little baby skateboarding on small concrete wall,little boy skateboards on cement ramp,young child wearing blue helmet rides skateboard over ramp,young skateboarder on ramp,the little boy in the green jacket is riding skateboard on ramp
train/3208074567_ac44aeb3f3.jpg,boy wearing red shirt is splashed by water,child with water splashing on him,little boy being splashed by water on his head,little kid in red pooh shirt getting wet,the little boy in red is getting drenched with water
train/3569979711_6507841268.jpg,boy does flip on the beach,boy doing flip in the air at the beach,man doing back flip on the beach,person in midair doing flip along the beach,teenage boy is doing back flip in midair on the beach
test/2769605231_dae8b30201.jpg,black dog is in dog race,black greyhound with green and white jersey is running on track,black greyhound with the number seven is in the middle of race,race dog with the number seven runs fast on dog track,black greyhound dog racing down track
train/1022975728_75515238d8.jpg,black dog running in the surf,black lab with tags frolicks in the water,dog splashes in the water,the black dog runs through the water,this is black dog splashing in the water
test/3320356356_1497e53f80.jpg,man climbs rock,man in green climbs rock in darkened forest,man scales rock in the forest,man climbing rock,the man in the blue shirt climbs large rock in wooded area
test/2557922709_24d2a9655a.jpg,blonde girl and two american flags,girl in glasses is looking over two american flags near wooded area,girl wearing glasses behind two american flags,girl with glasses next red white and blue flags,young girl with glasses sits and holds two american flags
train/3425069551_aba046a1b6.jpg,male tennis player pumps his fist,male tennis player with blue headband is holding racquet,man in pink and yellow shirt and blue headband is holding tennis racquet whilst standing with his mouth open,man with the tennis racket is wearing blue headband and blue wristbands and playing tennis,nadal celebrating wearing green headband
train/1298866571_b4c496b71c.jpg,asian man gives an evil eye to the camera,man in suit holds his cellphone in the air,serious looking young man with suit holds cellphone,young asian man is looking at his cellphone,man in suit is using his cellphone while sitting on train
train/2411824767_4eb1fae823.jpg,brown and white dog leaps,brown dog is jumping over grassy mound near to lake,corgi jumps off bale of hay water and buildings behind it,dog jumps over hay,small brown and white dog is jumping over bushels of hay
test/2474047296_fd9179d438.jpg,man in white shirt and dress pants sits just underneath stone archway,man wearing white shirt and black pants sitting on staircase,an old man sits in an ancient brick archway,an old man with white shirt and black pants sits on chair in the opening of stone tunnel,elderly man sitting in doorway
test/2591455200_2319651f2f.jpg,little girl in an orange shirt is inside corrugated metal tunnel,little girl wearing an orange halloween shirt with long blond hair and blue eyes crawls through tunnel,young long girl climbing through tunnel,small girl in tunnel,the beautiful young girl goes through the tube
train/3189521080_133777bce5.jpg,bird splashing around in stream,bird splashing in puddle,duck is splashing in puddle of water,black and white bird with orange beak in water with rocks around,the bird is bathing in the puddle that is surrounded by rocks
train/2097398349_ff178b3f1b.jpg,hiker waves to the camera as he standing in front of snowcapped mountains,man stands on the snow near the mountains,person poses in the snow,person stands in the snow at the top of mountian arms raised,skier in the mountains
train/2282895743_f803f1cf01.jpg,man and woman are walking past stained glass window,man in blue sweatsuit and woman wearing brown jacket and brown boots walk together,woman in uggs black tights and gray sweater walks next to many in blue sweat suit,man and woman with locked arms walk away,two short fat people walk down the street
train/2059616165_b7c99c1009.jpg,black dog,black dog lays in the grass and looks towards the camera,black dog lays on grassy lawn covered in leaves,black puppy wearing black collar sits on the grass and leaves,black dog lays on grass
test/2226440063_c085b30558.jpg,black and white dog frolics in the snow,black and white dog is climbing stairs in the snow,black and white dog walks in the snow,brown and white dog is walking up snowy steps,dog walks on rocks covered by snow
train/488352274_9a22064cb3.jpg,two brown dogs are running on the sand,two brown dogs on the sand,two brown dogs running and playing on beach,two brown dogs running together on sand,two dogs run on the beach
train/209605542_ca9cc52e7b.jpg,climber wearing red headband is pulling himself up some grey rocks high above some green foliage,man in headband climbing rock,man with red headband climbing rock cliff looming over greenery,man climbing sheet rock face,man in red headband climbing rock
train/374828031_9d087da5cf.jpg,climber is scaling reddish colored rock face,lone man climbing huge rock wall,man climbing cliff,man climbing rock cliff,the man is scaling large copper boulder
train/3263741906_6e4508d1c8.jpg,dirty dog is running down vacant road,dog is running on pathway,dog running down paved road,yellow dog runs down dirt path,blonde dog running down road
train/3393343330_b13df4d8ec.jpg,large man sits in military accessories store,man in glasses is sitting behind table laden with military memorabilia,man is sitting at table full of military items and clothing,man sits at table crowded with military merchandise,veteran shows off different things from war
train/2394922193_310166d6af.jpg,girl in red shirt and brown pants is skating,woman is rollerblading in public,the woman is skating in the park,woman in red shirt and white cap rollerblading on grey surface,woman wearing red sweater brown slacks and white hat rollerblading on the street in front of yellow building
train/3610189629_f46de92ab3.jpg,large dog looks at smaller dog who is chewing blue rope,large dog watching small dog,small dog chews on blue shoe next to large dog,the brown dog is watching the white dog chewing the blue string,the large dog watches the small one play with rope
train/427557693_1108566fd2.jpg,two adults walking in the street in suburban area,two distant boys walking down snowy street in urban area,two people walking across street,two people walking on street with barren trees,two people walking on the street with lots of bare trees around and snow on the ground
train/1425919702_ddb761aeec.jpg,crowd of people are sitting in seats in sports ground bleachers,group of people sitting at sporting event,group of people sit watching an event behind tim hortons sign,people wait patiently in the seats for the show to begin,two men wearing hats are shown at the front of crowd of people
train/3612485097_b706d950ed.jpg,black man leans over as white man jumps on his back backwards,man holding up another with his back,man in midair with his back touching that of another man hunched over,one man in hat flips over another mans back in the grass,two people play outdoors
train/375384566_254c2362d4.jpg,couple shops at an antique store,woman in yellow coat is seated next to standing man in red jacket in diner,woman sitting on stool wearing tan leather jacket,three people at asian tattoo parlor,two men and woman looking at pictures in tattoo parlor
test/3038941104_17ee91fc03.jpg,guy on skateboard is doing stunt at night,man wearing green jumps with his skateboard in the street,skateboarder jumping traffic cone,young man taking jump on skateboard,the skateboarder does jump near traffic cone
train/2435685480_a79d42e564.jpg,girl wearing brown cap red sneakers and dark green coat sits on rock bench,hiker in jacket and knit cap sits with backpack on atop stone with cloudy sky in the background,woman in knit cap and green coat its on stone block looking out,woman with her backpack sits on large rock and looks down over the mountains,the lady is sitting on rock
train/3351596152_bf283f03d1.jpg,boy doing skateboard trick,skateboarder is balancing on wall while group of other boys watch,skateboarder on ramp doing trick,the boy is performing trick on skateboard,the skateboarder in the white shirt balances on the ledge as the others look on in the background
train/3209350613_eb86579ee8.jpg,guy skateboarding,skateboarder jumps into the air,skateboarder performs stunt,young man is jumping in the air with his skateboard,skateboard rider jumping high in the air on skateboard
train/129599450_cab4e77343.jpg,backpacker in the mountains wearing an american flag,hiker carring an american flag,hiker with an american flag on his backpack walks through the woods,man is hiking on mountain path with an american flag on his backpack,person hikes on mountain
train/241347460_81d5d62bf6.jpg,football player kicks the ball,an oklahoma football player attempts to kick the ball,player for the oklahoma sooners football team punts the ball during game,oklahoma university kicker kicking the football,the football player in red kicks off the ball
test/2756765580_9e57e10f0d.jpg,boy does gymnastic trick under tree,boy does toe touch in front of tree,boy in brown nearly touches his feet with his hands in the air,boy leaping to perform toetouch in front of tree,young man is jumping up into the air and touching his toes
train/2856456013_335297f587.jpg,soccer player in white shirt moves to run past player from the opposite team,guy in white trying to score in soccer while being blocked by two guys in orange and black,number has the soccer ball going around number in red jersey,the soccer player in red is trying to block the player in white,three boys playing soccer
train/3056530884_27766059bc.jpg,two dark haired girls are on tire swing,two girls are swinging together on tire swing,two girls swing on tire swing,two laughing girls swing in tire swing,two young girls laughing on tire swing
train/1299459562_ed0e064aee.jpg,three boys in baggy bathing suits play in splashing water in front of grey block wall,three boys in size order getting wet next to wall,three boys play in spray of water,three boys playing in some water,three shirtless boys are playing in the water
test/2888702775_0939a6680e.jpg,boy does skateboard trick in the courtyard of european city,boy in brown shirt is doing trick on his skateboard,teen doing skateboard trick in front of building,young man does skateboard trick in public place,young man jumps high while riding skateboard
train/3171250845_5ae0d2a8bc.jpg,boy dressed in yellow and black snowsuit plays with brown dog wearing red collar,boy in yellow and black coat playing with brown dog,dog pulling down yellow pants on little boy in the snow,young child and dog are playing in the snow,the boy and brown dog are standing in the snow
train/3168841415_c0705a327a.jpg,boy in brown shirt throwing frisbee,boy leaping to catch flying frisbee,child trying to catch frisbee,young child leaps and stretches to catch blue frisbee,the little kid runs to grab the blue frisbee that is flying through the air
train/2514581496_8f4102377e.jpg,small white dog is in the kitchen jumping in front of the counter,white dog tries to climb on the countertop,white dog tries to jump on the counter,white dog with orange ribbons is jumping up to see countertop,white dog with orange bows on ears leaps to reach kitchen counter
train/3520869880_2e8b7d7842.jpg,girl in red and black dress is posing in front of mural,girl jumping in front of jukebox mural,little girl jumps in the air next to jukebox mural,young girl in red dress in midair,girl in red skirt jumps on sidewalk in front of jukebox painting
test/3630102841_b4c3e00b2c.jpg,group of people wear black tophats,group of people most of them wearing hats are standing around,man wearing black hat is smiling on street as other men and woman walk past,men in black hats are standing in crowd of people,men wearing hats walk on the street
train/109260216_85b0be5378.jpg,person climbing down sheer rock cliff using rope,person climbs tall flat mountain while holding onto safety rope,person is climbing rock while holding onto white rope,person rappels down steep incline,person wearing red vest climbs up steep rock
train/3478176372_7c510a0cef.jpg,man chases an opposing player in rugby match,man running with ball as his opponent tries to grab him,man runs with ball in his hand while man from an opposing team tries to grab it,men play in soccer game,one rugby player trying to catch the player with the ball
train/3062273350_fd66106f21.jpg,men wearing hats and coats are walking together,group of old men walking down the street,group of seven men walking and standing on concrete surface,group of walking men,seven older gentlemen walking together in group outside
train/1859726819_9a793b3b44.jpg,an upset woman with her makeup streaming down her face from her tears,person wearing pink jacket who has lots of makeup on walks down street,woman wearing heavy makeup and pink jacket is walking past clothing shop at night,woman wearing heavy makeup stands in front of store with neon sign saying red light,woman with heavy makeup is standing next to red light sign
train/359082432_c1fd5aa2d6.jpg,lab dog is standing on fallen tree trunk with guy in the background,man and dog are standing on tree that has fallen over to the ground,man watches his yellow dog hunt for something from on top of fallen tree,man watching his dog standing on dead tree trunk,tan dog climbing over bare tree trunk with man standing in the background
train/2755362721_368cbde668.jpg,greyhound racing,muzzled greyhound dog wearing yellow and black is running on the track,race dog feet dig in the mud as he makes his way around curve,sand is kicked up as two animals run,two dogs on wet sandy track
train/2937497894_e3664a9513.jpg,person is on ramp on skateboard,person on skies is up in the air over snow,person performs snowboarding trick on rail as man crouches down to get better view,person on snowboard in the air doing jump,someone in white is performing skateboard trick at night while kneeling person watches
train/482353373_03a9d5e8bc.jpg,girl in petterned shirt is talking to guy with hat in billiards room,man holding pool stick talking to woman in pool hall,man in black hat is talking to woman with an animal print shirt,boy holding pool cue looking at person in sweater,two people are talking to each other at pool place
train/3186527735_6e9fe2cf88.jpg,man and woman in silver coat are on city sidewalk with their backs to the camera,woman walks with another person at night,couple waiting on sidewalk,people are outside at night,two people outside looking to get paper
train/3691622437_f13644273c.jpg,girls are doing somersaults,girls cartwheeling inside,little girls do cartwheels in large empty room with folding chairs to one side,two girls are doing cartwheels as other children stand around watching,two girls doing cartwheels while other children look on
train/2206403470_8c25aa3cf8.jpg,little jewish boy is watching an old man playing the violin in park,an old man playing violin at park as young boy watches,an old man playing the violin is being watched by child,little boy watching an old man play violin in the park,the young boy listens to the elderly gentleman playing violin at the park
train/1160441615_fe6b3c5277.jpg,three girls are walking across bridge covered with wood and surrounded by trees,three girls walking along an arched garden pathway,three girls walk under an arbor on path surrounded by trees,three women walking through tunnel in park,three women walk through plant covered atrium hallway
train/3380407617_07b53cbcce.jpg,boy is standing on snowy hill looking at sunset or sunrise,child stands in the snow,child stands in the snow and looks at pretty sky,boy in winter gear facing away in snowy area lake and sunset in distance,someone with red had and red and white mittens standing in the snow overlooking lake
train/2274602044_b3d55df235.jpg,man is sitting on green bench located on grassy hill while playing with black dog,man on bench feeds dog,man on bench pets dog,man wearing grey jacket sitting on green bench petting black dog wearing red collar,old man sitting on the park bench with black dog
test/3533484468_0787830d49.jpg,man is standing next to woman and he is holding an electronic device to his ear,man on cellphone standing with woman,young couple in busy city,couple talking and looking in same direction man is using cellphone and wearing gray sweatshirt woman is wearing black coat,guy and girl in jackets while guy listens to mobile device
train/561940436_64d6fc125d.jpg,man and woman sitting on bench,an older couple is resting on bench,an older man and woman sitting on cement bench with frowns on their faces,an older woman and an old man sitting down looking unhappy,an overweight woman and man have upset faces as they sit on bench
train/3526805681_38461c0d5d.jpg,man holding sign with dog on leash,man in white quilted jacket holds sign in brick plaza accompanied by dog on leash,man on the street holding sign while holding small tan dog on lease,man with dog stands outside on bricks holding sign,man with sign about god stands holding the leash of dog in red brick square
train/3443853670_6c79fcfcb2.jpg,man with his dog sitting against white building in the grass,person siting against wall with dog,person sits with their back against white wall with tan dog,dog and owner sitting on lawn,person sitting and leaning back against white house while dog sits in front of him
train/3427023324_f1f6504bf4.jpg,two girls in blue dresses dance,two girls in jean dresses laugh and play,two little girls are smiling in blue dresses,two little girls in blue dresses laugh,two young girls wearing denim dresses playing near armchair
train/842960985_91daf0d6ec.jpg,man in beige trench coat is walking in the rain,man in tan trench coat and blue jeans walks with black umbrella open over his head,man in trench coat is walking with an umbrella,man with white hair long trench coat and an umbrella walks past parking meter,man walking with his umbrella in bleak street
train/263522013_d118d46b2d.jpg,brown dog on rocky ground shakes off water from its body,dog shaking off water,dog shaking water off,golden retriever is shaking off some water,tan dog shaking the water off of himself
test/2860041212_797afd6ccf.jpg,black dog has caught bird in its mouth,black dog in tall grass with bird in its mouth,black dog standing in field is holding bird in his mouth,black retriever stands in the grass holding bird in its mouth,the black dog in the field has something in its mouth
train/2714703706_d21c5cb8df.jpg,dogs playing,brown dog is biting white and tan dog on the snout,the brown dog has hold of the other dogs cheek with its teeth,two dogs are nuzzling each other nose to nose,two dogs bite at each other on the carpet
train/3362592729_893e26b806.jpg,two dancers each wearing black outfits with battons in midair,two girls in black toss their guns in the air,twome women in black jumpsuits throw objects in the air in sync,two women in black outfits and barefoot are looking up,two women in black practising throwing rifles in the air
train/3339263085_6db9fd0981.jpg,brown dog wades through water and walks toward rock,dog has waded through shallow water to reach rock outcropping,light brown dog is splashing in the water with its paw,small brown dog is about ready to exit the water after swim,yellow dog in shallow water
